method,method_id,impact_category,indicator,scenario,route,c3c4,stageD,net,sign_mismatch_vs_GWP,rank_in_method,rank_in_GWP,rank_delta_vs_GWP
"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",acidification_terrestrial__terrestrial_acidification_potential___d8990d21,acidification: terrestrial,terrestrial acidification potential (TAP),SSP1VLLO_2050,landfill,0.0002330175835989,0.0,0.0002330175835989,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),contemp,msfsc,-0.2299358683238051,-0.4625273210691802,-0.6924631893929853,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP1VLLO_2050,landfill,0.0003845899433126,0.0,0.0003845899433126,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP2M_2050,landfill,0.0002710278392184,0.0,0.0002710278392184,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP5H_2050,landfill,0.0001105713196344,0.0,0.0001105713196344,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),contemp,landfill,0.0003616330731027,0.0,0.0003616330731027,False,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP1VLLO_2050,recycling_postcons,0.1153177980491925,-0.9757640253565386,-0.8604462273073461,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP2M_2050,recycling_postcons,0.1205510487402096,-0.9743857729539824,-0.8538347242137728,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP5H_2050,recycling_postcons,0.0924303059061827,-0.9079528692959156,-0.8155225633897328,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),contemp,recycling_postcons,0.0837484588889534,-0.9711879724422244,-0.887439513553271,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP1VLLO_2050,reuse,8.116056706316368e-05,-0.9969089014273046,-0.9968277408602414,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP2M_2050,reuse,7.20282035663231e-05,-0.980735340135619,-0.9806633119320527,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP5H_2050,reuse,5.5704509364933296e-05,-0.8893832311234949,-0.88932752661413,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),contemp,reuse,0.0001214623465836,-0.934671874757078,-0.9345504124104944,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP1VLLO_2050,hydrolysis,0.1147404772477204,-0.6677431560122947,-0.5530026787645743,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP2M_2050,hydrolysis,0.1089845781480968,-0.6878796004900823,-0.5788950223419855,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP5H_2050,hydrolysis,0.1137131170384785,-0.7010978730355293,-0.5873847559970508,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),contemp,hydrolysis,0.0412182609779481,-0.562691806065744,-0.5214735450877959,True,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP1VLLO_2050,msfsc,-0.0675566883654847,-0.6531163553857986,-0.7206730437512833,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP2M_2050,msfsc,0.143817762363947,-0.7830845490223557,-0.6392667866584087,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),SSP5H_2050,msfsc,0.1386226603803355,-0.7321530493667298,-0.5935303889863943,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",material_resources_metals_mi__surplus_ore_potential_SOP__3b2a237a,material resources: metals/minerals,surplus ore potential (SOP),contemp,msfsc,0.1399509400572486,-0.7095361089875009,-0.5695851689302522,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP1VLLO_2050,landfill,7.042701326392061e-08,0.0,7.042701326392061e-08,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP2M_2050,landfill,7.134504060470298e-08,0.0,7.134504060470298e-08,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP5H_2050,landfill,7.039771001536135e-08,0.0,7.039771001536135e-08,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),contemp,landfill,7.376927738902872e-08,0.0,7.376927738902872e-08,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP1VLLO_2050,recycling_postcons,2.1550449440877773e-06,-7.604983536734921e-06,-5.449938592647144e-06,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP2M_2050,recycling_postcons,2.1010204736466545e-06,-7.594852536917992e-06,-5.4938320632713374e-06,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP5H_2050,recycling_postcons,2.169872888872288e-06,-7.473823118233826e-06,-5.3039502293615375e-06,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),contemp,recycling_postcons,1.7442447357522522e-06,-7.743639600113515e-06,-5.9993948643612635e-06,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP1VLLO_2050,reuse,1.0025352717661034e-08,-8.589820443803634e-06,-8.579795091085973e-06,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP2M_2050,reuse,1.0146793117068951e-08,-8.634979161131295e-06,-8.624832368014226e-06,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP5H_2050,reuse,1.0129055637386966e-08,-8.560379495936913e-06,-8.550250440299525e-06,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),contemp,reuse,1.5093238048948063e-08,-8.670683903737788e-06,-8.65559066568884e-06,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP1VLLO_2050,hydrolysis,2.142537179285591e-05,-4.101585501130432e-06,1.732378629172548e-05,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP2M_2050,hydrolysis,2.1397967207136077e-05,-3.3150679814550803e-06,1.8082899225680995e-05,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP5H_2050,hydrolysis,2.138537571797156e-05,-3.235697145170784e-06,1.8149678572800775e-05,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),contemp,hydrolysis,1.1984464795931971e-05,-1.473492232190808e-06,1.0510972563741163e-05,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP1VLLO_2050,msfsc,-5.695918736261031e-07,-4.981465568547129e-06,-5.551057442173232e-06,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP2M_2050,msfsc,1.386460119167369e-06,-6.2604934366481e-06,-4.874033317480732e-06,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),SSP5H_2050,msfsc,1.159369496058914e-06,-6.046791281159877e-06,-4.887421785100963e-06,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",ozone_depletion__ozone_depletion_potential_ODPinfinit__18207635,ozone depletion,ozone depletion potential (ODPinfinite),contemp,msfsc,-9.540492062956889e-08,-7.2766346085772946e-06,-7.372039529206864e-06,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP1VLLO_2050,landfill,0.0001113394456049,0.0,0.0001113394456049,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP2M_2050,landfill,0.0001134392854765,0.0,0.0001134392854765,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP5H_2050,landfill,0.0001121710338342,0.0,0.0001121710338342,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),contemp,landfill,0.0001473959208644,0.0,0.0001473959208644,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP1VLLO_2050,recycling_postcons,0.0015071596094477,-0.0682688202069533,-0.0667616605975056,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP2M_2050,recycling_postcons,0.0013794248678032,-0.068161190658795,-0.0667817657909918,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP5H_2050,recycling_postcons,0.0020788069544799,-0.0684048617826348,-0.0663260548281549,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),contemp,recycling_postcons,0.0019756236705577,-0.0723085990211576,-0.0703329753505999,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP1VLLO_2050,reuse,1.3680591970582524e-05,-0.0705023925630867,-0.07048871197111611,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP2M_2050,reuse,1.5787818022338997e-05,-0.0706230884281364,-0.07060730061011407,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP5H_2050,reuse,1.5291047904013357e-05,-0.0712347698068497,-0.07121947875894569,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),contemp,reuse,1.911048185894402e-05,-0.0757528515567195,-0.07573374107486056,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP1VLLO_2050,hydrolysis,-0.0084876513196582,-0.0108359930131434,-0.0193236443328016,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP2M_2050,hydrolysis,-0.0085341893978198,-0.011579144027537,-0.020113333425356802,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP5H_2050,hydrolysis,-0.0075559259465066,-0.0112340362588787,-0.0187899622053853,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),contemp,hydrolysis,0.1276195125295077,-0.0175187193967107,0.110100793132797,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP1VLLO_2050,msfsc,-0.0064408334071686,-0.0736056352272049,-0.0800464686343735,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP2M_2050,msfsc,0.0004458298049825,-0.0781967677586861,-0.0777509379537036,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),SSP5H_2050,msfsc,-0.0080802502094567,-0.0728654157791335,-0.0809456659885902,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",particulate_matter_formation__particulate_matter_formation_potenti__590402ad,particulate matter formation,particulate matter formation potential (PMFP),contemp,msfsc,-0.0106107203849023,-0.0762858272867229,-0.08689654767162519,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP1VLLO_2050,landfill,0.0004166767973268,0.0,0.0004166767973268,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP2M_2050,landfill,0.0004210994383511,0.0,0.0004210994383511,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP5H_2050,landfill,0.0004176617205421,0.0,0.0004176617205421,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),contemp,landfill,0.0004500882867461,0.0,0.0004500882867461,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP1VLLO_2050,recycling_postcons,0.0053584993646714,-0.0707560323498615,-0.0653975329851901,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP2M_2050,recycling_postcons,0.004992532518793,-0.0706080450215969,-0.0656155125028039,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP5H_2050,recycling_postcons,0.0058283275546487,-0.0704531080627006,-0.0646247805080519,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),contemp,recycling_postcons,0.0048097270414208,-0.0778312745371658,-0.073021547495745,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP1VLLO_2050,reuse,1.6180336814266084e-05,-0.0747899332932764,-0.07477375295646214,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP2M_2050,reuse,1.854275060862598e-05,-0.0751215361095269,-0.07510299335891828,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP5H_2050,reuse,1.801289582042361e-05,-0.0754919704223026,-0.07547395752648217,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),contemp,reuse,2.57599146248605e-05,-0.0820883847360789,-0.08206262482145404,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP1VLLO_2050,hydrolysis,-0.0011696552893017,-0.0302659596198616,-0.0314356149091633,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP2M_2050,hydrolysis,-0.0013046267301642,-0.0262720153866438,-0.027576642116808,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP5H_2050,hydrolysis,-0.0007714111684961,-0.0255362463066426,-0.026307657475138697,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),contemp,hydrolysis,0.0565834975882674,-0.0258977185525402,0.030685779035727195,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP1VLLO_2050,msfsc,-0.0023315171791187,-0.0690049155465448,-0.07133643272566349,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP2M_2050,msfsc,0.0087251886996661,-0.0763451248373014,-0.0676199361376353,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),SSP5H_2050,msfsc,0.0028269354591614,-0.0724793069078422,-0.06965237144868079,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__feb2290d,photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),contemp,msfsc,-0.0026453902985213,-0.083322191078228,-0.0859675813767493,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP1VLLO_2050,landfill,0.000438734773022,0.0,0.000438734773022,False,5.0,5.0,0.0
